Etablissement	Nom de famille	Prenom	Date	Heure	ID National	Lib. Structure	Voeu 1	Voeu 2	Voeu 3	Voeu 4	Voeu 5
Lycée Claude Lebois	N960	P960	27/03/2026	14:15	120229126EG	1STMG1	Conf6	Conf2	Conf14	TR3	Conf10
Lycée Claude Lebois	N961	P961	27/03/2026	14:15	120338418HD	1ERE4	Conf9	Conf12	Conf3	Conf4	Conf7
Lycée Claude Lebois	N962	P962	27/03/2026	14:15	120618839HK	1ERE4	Conf1	Conf9	Conf16	TR4	FM6
Lycée Claude Lebois	N963	P963	27/03/2026	14:15	120746278AB	1ERE3	Conf13	Conf6	Conf17	Conf9	TR6
Lycée Claude Lebois	N964	P964	27/03/2026	14:15	120501644AB	1ERE5	Conf11	Conf16	Conf10	Conf12	Conf15
Lycée Claude Lebois	N965	P965	27/03/2026	14:15	110210595CK	1ERE1	Conf16	Conf3	Conf4	TR5	TR1
Lycée Claude Lebois	N966	P966	27/03/2026	14:15	120593072EE	1STI2D	Conf1	Conf11	Conf18	Conf16	Conf9
Lycée Claude Lebois	N967	P967	27/03/2026	14:15	110649593FD	1ERE5	Conf6	Conf9	Conf5	Conf12	TR4
Lycée Claude Lebois	N968	P968	27/03/2026	14:15	120338312JC	1ERE4	Conf15	Conf19	Conf13	FM4	Conf4
Lycée Claude Lebois	N969	P969	27/03/2026	14:15	120501613DC	1ERE3	Conf9	Conf2	Conf15	Conf10	FM2
Lycée Claude Lebois	N970	P970	27/03/2026	14:15	110210798CA	1ERE4	Conf19	Conf4	Conf6	FM6	FM1
Lycée Claude Lebois	N971	P971	27/03/2026	14:15	180836387DE	1ERE1	Conf4	Conf13	Conf19	Conf3	FM2
Lycée Claude Lebois	N972	P972	27/03/2026	14:15	110553132KG	1ERE4	Conf9	Conf17	Conf4	TR1	Conf15
Lycée Claude Lebois	N973	P973	27/03/2026	14:15	160570742FB	1ERE2	Conf13	Conf10	Conf9	TR3	Conf18
Lycée Claude Lebois	N974	P974	27/03/2026	14:15	110962269AJ	1STI2D	Conf7	Conf12	Conf19	TR1	Conf3
Lycée Claude Lebois	N975	P975	27/03/2026	14:15	120593100BG	1STMG2	Conf10	Conf5	Conf1	Conf15	TR2
Lycée Claude Lebois	N976	P976	27/03/2026	14:15	120593101BF	1STMG1	Conf7	Conf15	Conf17	Conf5	Conf11
Lycée Claude Lebois	N977	P977	27/03/2026	14:15	120410985GC	1STI2D	Conf14	Conf12	Conf18	Conf17	Conf3
Lycée Claude Lebois	N978	P978	27/03/2026	14:15	120411519BD	1STI2D	Conf8	Conf13	Conf19	TR4	FM6
Lycée Claude Lebois	N979	P979	27/03/2026	14:15	120564978AJ	1STMG1	Conf11	Conf8	Conf7	Conf13	Conf3
Lycée Claude Lebois	N980	P980	27/03/2026	14:15	120338099AE	1ERE4	Conf10	Conf2	Conf5	Conf1	Conf8
Lycée Claude Lebois	N981	P981	27/03/2026	14:15	120140201CC	1ERE2	Conf14	Conf18	Conf16	TR3	Conf15
Lycée Claude Lebois	N982	P982	27/03/2026	14:15	120564073EA	1ERE3	Conf4	Conf18	Conf11	FM1	TR2
Lycée Claude Lebois	N983	P983	27/03/2026	14:15	120501520CJ	1ERE4	Conf6	Conf15	Conf2	FM4	TR4
Lycée Claude Lebois	N984	P984	27/03/2026	14:15	110485325AD	1ERE2	Conf4	Conf2	Conf12	TR3	Conf7
Lycée Claude Lebois	N985	P985	27/03/2026	14:15	130902597GH	1ERE4	Conf4	Conf12	Conf9	FM2	Conf14
Lycée Claude Lebois	N986	P986	27/03/2026	14:15	110723471JK	1STMG2	Conf16	Conf17	Conf1	Conf7	TR1
Lycée Claude Lebois	N987	P987	27/03/2026	14:15	120668453DC	1STMG1	Conf3	Conf2	Conf7	FM1	FM4
Lycée Claude Lebois	N988	P988	27/03/2026	14:15	120593075EB	1ERE4	Conf5	Conf7	Conf8	Conf9	Conf13
Lycée Claude Lebois	N989	P989	27/03/2026	14:15	110600542CC	1ERE1	Conf6	Conf16	Conf13	Conf14	TR5
Lycée Claude Lebois	N990	P990	27/03/2026	14:15	120865968AK	1ERE5	Conf2	Conf11	Conf12	TR4	TR3
Lycée Claude Lebois	N991	P991	27/03/2026	14:15	120745174DJ	1ERE5	Conf12	Conf15	Conf14	TR3	Conf8
Lycée Claude Lebois	N992	P992	27/03/2026	14:15	120411431AE	1STMG1	Conf18	Conf9	Conf2	FM1	Conf10
Lycée Claude Lebois	N993	P993	27/03/2026	14:15	120229210FK	1ERE5	Conf1	Conf8	Conf10	Conf18	TR6
Lycée Claude Lebois	N994	P994	27/03/2026	14:15	110485331KE	1STMG1	Conf3	Conf12	Conf2	Conf19	FM1
Lycée Claude Lebois	N995	P995	27/03/2026	14:15	120229220EK	1ERE1	Conf12	Conf15	Conf18	Conf2	Conf9
Lycée Claude Lebois	N996	P996	27/03/2026	14:15	120449238CH	1ERE1	Conf18	Conf17	Conf4	Conf5	Conf11
Lycée Claude Lebois	N997	P997	27/03/2026	14:15	120564079DE	1ERE3	Conf4	Conf14	Conf9	Conf6	FM2
Lycée Claude Lebois	N998	P998	27/03/2026	14:15	120140567EE	1ERE1	Conf2	Conf6	Conf16	Conf3	FM2
Lycée Claude Lebois	N999	P999	27/03/2026	14:15	120411033BE	1STI2D	Conf15	Conf14	Conf1	Conf16	Conf11
Lycée Claude Lebois	N1000	P1000	27/03/2026	14:15	120140596BF	1STMG2	Conf7	Conf13	Conf6	Conf18	FM2
Lycée Claude Lebois	N1001	P1001	27/03/2026	14:15	120338310JE	1ERE2	Conf4	Conf14	Conf9	Conf8	Conf18
Lycée Claude Lebois	N1002	P1002	27/03/2026	14:15	120501531BH	1ERE2	Conf6	Conf2	Conf14	FM5	Conf5
Lycée Claude Lebois	N1003	P1003	27/03/2026	14:15	120411518BE	1ERE5	Conf4	Conf2	Conf3	Conf15	FM3
Lycée Claude Lebois	N1004	P1004	27/03/2026	14:15	120618846HC	1STI2D	Conf8	Conf12	Conf14	Conf11	FM5
Lycée Claude Lebois	N1005	P1005	27/03/2026	14:15	120501562JD	1ERE3	Conf4	Conf12	Conf1	FM2	Conf8
Lycée Claude Lebois	N1006	P1006	27/03/2026	14:15	120338064DK	1ERE1	Conf12	Conf6	Conf17	TR4	Conf9
Lycée Claude Lebois	N1007	P1007	27/03/2026	14:15	120651456FE	1STMG1	Conf3	Conf8	Conf15	FM5	TR3
Lycée Claude Lebois	N1008	P1008	27/03/2026	14:15	110406981GJ	1ERE1	Conf11	Conf5	Conf3	Conf10	Conf2
Lycée Claude Lebois	N1009	P1009	27/03/2026	14:15	120337121BC	1ERE4	Conf4	Conf2	Conf19	TR4	FM3
Lycée Claude Lebois	N1010	P1010	27/03/2026	14:15	120564078DF	1ERE5	Conf19	Conf10	Conf5	Conf1	Conf8
Lycée Claude Lebois	N1011	P1011	27/03/2026	14:15	140144976EC	1STMG1	Conf11	Conf19	Conf15	FM5	Conf9
Lycée Claude Lebois	N1012	P1012	27/03/2026	14:15	120593083DD	1STMG2	Conf3	Conf2	Conf6	Conf14	FM5
Lycée Claude Lebois	N1013	P1013	27/03/2026	14:15	120140745GA	1ERE5	Conf19	Conf11	Conf6	Conf16	Conf15
Lycée Claude Lebois	N1014	P1014	27/03/2026	14:15	120338365CK	1ERE3	Conf17	Conf5	Conf18	Conf11	Conf8
Lycée Claude Lebois	N1015	P1015	27/03/2026	14:15	120688701FH	1ERE1	Conf10	Conf18	Conf9	Conf19	Conf2
Lycée des Horizons	N1016	P1016	26/03/2026	13:30	120810242FH	1ère E - Générale	Conf10	Conf14	Conf7	Conf1	TR4
Lycée des Horizons	N1017	P1017	26/03/2026	13:30	120810243FG	1ère B - Générale	Conf15	Conf11	Conf12	Conf13	TR6
Lycée des Horizons	N1018	P1018	26/03/2026	13:30	110134104JE	1ère A - STMG	Conf17	Conf19	Conf5	Conf10	FM4
Lycée des Horizons	N1019	P1019	26/03/2026	13:30	120810245FE	1ère E - Générale	Conf6	Conf4	Conf12	Conf5	Conf14
Lycée des Horizons	N1020	P1020	26/03/2026	13:30	120672418EE	1ère C - Générale	Conf6	Conf4	Conf8	Conf2	Conf13
Lycée des Horizons	N1021	P1021	26/03/2026	13:30	120565632DD	1ère A - STMG	Conf3	Conf1	Conf11	TR1	TR4
Lycée des Horizons	N1022	P1022	26/03/2026	13:30	120592686EC	1ère A - STMG	Conf14	Conf10	Conf18	Conf12	Conf11
Lycée des Horizons	N1023	P1023	26/03/2026	13:30	110983246JA	1ère G - Générale	Conf10	Conf5	Conf3	Conf16	Conf18
Lycée des Horizons	N1024	P1024	26/03/2026	13:30	110210783DF	1ère A - STMG	Conf18	Conf12	Conf2	TR3	TR5
Lycée des Horizons	N1025	P1025	26/03/2026	13:30	120521000EF	1ère E - Générale	Conf1	Conf14	Conf3	Conf8	Conf12
Lycée des Horizons	N1026	P1026	26/03/2026	13:30	120412808JC	1ère G - Générale	Conf11	Conf7	Conf14	FM3	Conf19
Lycée des Horizons	N1027	P1027	26/03/2026	13:30	203057665AB	1ère E - Générale	Conf15	Conf10	Conf5	Conf11	TR5
Lycée des Horizons	N1028	P1028	26/03/2026	13:30	120722511AD	1ère F - Générale	Conf18	Conf5	Conf2	TR3	Conf11
Lycée des Horizons	N1029	P1029	26/03/2026	13:30	100542547JH	1ère D - STI2D	Conf16	Conf14	Conf13	Conf18	Conf1
Lycée des Horizons	N1030	P1030	26/03/2026	13:30	120627807DF	1ère B - Générale	Conf15	Conf8	Conf17	TR1	Conf18
Lycée des Horizons	N1031	P1031	26/03/2026	13:30	120338844DF	1ère C - Générale	Conf11	Conf7	Conf10	FM3	TR5
Lycée des Horizons	N1032	P1032	26/03/2026	13:30	110137349EA	1ère E - Générale	Conf13	Conf19	Conf14	FM4	FM1
Lycée des Horizons	N1033	P1033	26/03/2026	13:30	120565239DJ	1ère A - STMG	Conf7	Conf6	Conf16	Conf12	FM2
Lycée des Horizons	N1034	P1034	26/03/2026	13:30	110137571BC	1ère E - Générale	Conf12	Conf14	Conf15	Conf17	Conf5
Lycée des Horizons	N1035	P1035	26/03/2026	13:30	120690267ED	1ère B - Générale	Conf2	Conf4	Conf15	FM6	Conf8
Lycée des Horizons	N1036	P1036	26/03/2026	13:30	120598331CD	1ère B - Générale	Conf15	Conf5	Conf10	FM1	TR1
Lycée des Horizons	N1037	P1037	26/03/2026	13:30	120782188HJ	1ère C - Générale	Conf15	Conf1	Conf7	FM2	TR6
Lycée des Horizons	N1038	P1038	26/03/2026	13:30	110134183AF	1ère A - STMG	Conf13	Conf17	Conf1	Conf10	Conf11
Lycée des Horizons	N1039	P1039	26/03/2026	13:30	120598625CA	1ère D - STI2D	Conf18	Conf19	Conf3	Conf4	Conf12
Lycée des Horizons	N1040	P1040	26/03/2026	13:30	120236951HJ	1ère G - Générale	Conf13	Conf18	Conf17	Conf19	TR2
Lycée des Horizons	N1041	P1041	26/03/2026	13:30	120141374BD	1ère E - Générale	Conf9	Conf6	Conf3	TR4	Conf13
Lycée des Horizons	N1042	P1042	26/03/2026	13:30	120177818EB	1ère F - Générale	Conf10	Conf17	Conf18	FM6	FM5
Lycée des Horizons	N1043	P1043	26/03/2026	13:30	110628798KA	1ère E - Générale	Conf5	Conf9	Conf19	Conf1	FM6
Lycée des Horizons	N1044	P1044	26/03/2026	13:30	120140047HK	1ère G - Générale	Conf5	Conf3	Conf8	Conf4	FM3
Lycée des Horizons	N1045	P1045	26/03/2026	13:30	203074921BB	1ère E - Générale	Conf14	Conf8	Conf18	Conf12	Conf19
Lycée des Horizons	N1046	P1046	26/03/2026	13:30	120228627GA	1ère A - STMG	Conf15	Conf19	Conf9	Conf4	Conf6
Lycée des Horizons	N1047	P1047	26/03/2026	13:30	120811005HA	1ère A - STMG	Conf2	Conf5	Conf11	FM3	Conf12
Lycée des Horizons	N1048	P1048	26/03/2026	13:30	120140803AC	1ère A - STMG	Conf6	Conf1	Conf19	Conf5	Conf17
Lycée des Horizons	N1049	P1049	26/03/2026	13:30	120338867BC	1ère E - Générale	Conf14	Conf13	Conf10	Conf3	Conf15
Lycée des Horizons	N1050	P1050	26/03/2026	13:30	203058964GA	1ère A - STMG	Conf8	Conf9	Conf4	Conf13	Conf3
Lycée des Horizons	N1051	P1051	26/03/2026	13:30	120140896AG	1ère B - Générale	Conf7	Conf13	Conf2	TR1	Conf6
Lycée des Horizons	N1052	P1052	26/03/2026	13:30	120140869DD	1ère G - Générale	Conf13	Conf11	Conf16	Conf6	Conf3
Lycée des Horizons	N1053	P1053	26/03/2026	13:30	120811034EB	1ère G - Générale	Conf5	Conf1	Conf13	TR5	FM2
Lycée des Horizons	N1054	P1054	26/03/2026	13:30	120338874AF	1ère C - Générale	Conf5	Conf10	Conf18	Conf13	Conf14
Lycée des Horizons	N1055	P1055	26/03/2026	13:30	160843743AJ	1ère D - STI2D	Conf15	Conf18	Conf4	Conf17	TR2
Lycée des Horizons	N1056	P1056	26/03/2026	13:30	120810253EG	1ère C - Générale	Conf5	Conf1	Conf12	Conf17	Conf6
Lycée des Horizons	N1057	P1057	26/03/2026	13:30	110799921HF	1ère G - Générale	Conf3	Conf10	Conf18	TR6	FM3
Lycée des Horizons	N1058	P1058	26/03/2026	13:30	110065988AK	1ère E - Générale	Conf14	Conf10	Conf3	FM5	Conf19
Lycée des Horizons	N1059	P1059	26/03/2026	13:30	120640484GF	1ère C - Générale	Conf11	Conf1	Conf10	Conf18	TR3
Lycée des Horizons	N1060	P1060	26/03/2026	13:30	110135770GH	1ère E - Générale	Conf14	Conf18	Conf11	Conf9	FM3
Lycée des Horizons	N1061	P1061	26/03/2026	13:30	203074919BD	1ère C - Générale	Conf9	Conf1	Conf7	FM5	FM2
Lycée des Horizons	N1062	P1062	26/03/2026	13:30	120592769FG	1ère G - Générale	Conf16	Conf9	Conf14	Conf12	FM2
Lycée des Horizons	N1063	P1063	26/03/2026	13:30	120140055HB	1ère A - STMG	Conf2	Conf1	Conf11	FM6	Conf16
Lycée des Horizons	N1064	P1064	26/03/2026	13:30	120721815CA	1ère B - Générale	Conf8	Conf3	Conf10	Conf18	Conf7
Lycée des Horizons	N1065	P1065	26/03/2026	13:30	111063084HD	1ère A - STMG	Conf8	Conf5	Conf15	Conf18	FM5
Lycée des Horizons	N1066	P1066	26/03/2026	13:30	120140913JG	1ère B - Générale	Conf2	Conf4	Conf10	TR6	FM2
Lycée des Horizons	N1067	P1067	26/03/2026	13:30	120865206KC	1ère G - Générale	Conf9	Conf7	Conf6	Conf1	FM1
Lycée des Horizons	N1068	P1068	26/03/2026	13:30	120140590CB	1ère F - Générale	Conf1	Conf12	Conf3	Conf14	FM6
Lycée des Horizons	N1069	P1069	26/03/2026	13:30	100978883FH	1ère A - STMG	Conf7	Conf14	Conf13	TR5	TR4
Lycée des Horizons	N1070	P1070	26/03/2026	13:30	110485437JF	1ère C - Générale	Conf4	Conf12	Conf15	Conf3	TR5
Lycée des Horizons	N1071	P1071	26/03/2026	13:30	120332611GA	1ère C - Générale	Conf14	Conf17	Conf4	Conf15	TR6
Lycée des Horizons	N1072	P1072	26/03/2026	13:30	110066259CK	1ère D - STI2D	Conf16	Conf19	Conf9	Conf2	Conf14
Lycée des Horizons	N1073	P1073	26/03/2026	13:30	110137574AK	1ère F - Générale	Conf2	Conf10	Conf11	Conf12	FM1
Lycée des Horizons	N1074	P1074	26/03/2026	13:30	120105724GE	1ère D - STI2D	Conf1	Conf3	Conf14	Conf19	FM5
Lycée des Horizons	N1075	P1075	26/03/2026	13:30	120745500AD	1ère C - Générale	Conf19	Conf6	Conf3	FM5	Conf5
Lycée des Horizons	N1076	P1076	26/03/2026	13:30	120565626DK	1ère F - Générale	Conf13	Conf10	Conf6	TR5	Conf19
Lycée des Horizons	N1077	P1077	26/03/2026	13:30	120140029KH	1ère G - Générale	Conf3	Conf13	Conf8	TR4	Conf9
Lycée des Horizons	N1078	P1078	26/03/2026	13:30	110209883GC	1ère F - Générale	Conf4	Conf15	Conf9	Conf5	TR6
Lycée des Horizons	N1079	P1079	26/03/2026	13:30	120596603AF	1ère G - Générale	Conf15	Conf10	Conf18	FM6	Conf8
Lycée des Horizons	N1080	P1080	26/03/2026	13:30	120141209JB	1ère D - STI2D	Conf2	Conf11	Conf15	Conf1	Conf7
Lycée des Horizons	N1081	P1081	26/03/2026	13:30	120720068CB	1ère F - Générale	Conf6	Conf11	Conf5	Conf14	Conf13
Lycée des Horizons	N1082	P1082	26/03/2026	13:30	110137538EF	1ère F - Générale	Conf19	Conf8	Conf18	Conf5	Conf12
Lycée des Horizons	N1083	P1083	26/03/2026	13:30	120338805HE	1ère D - STI2D	Conf1	Conf4	Conf17	Conf18	Conf2
Lycée des Horizons	N1084	P1084	26/03/2026	13:30	120103263AD	1ère B - Générale	Conf16	Conf17	Conf12	FM5	Conf19
Lycée des Horizons	N1085	P1085	26/03/2026	13:30	120721814CB	1ère E - Générale	Conf9	Conf13	Conf8	Conf18	FM4
Lycée des Horizons	N1086	P1086	26/03/2026	13:30	120592697DB	1ère G - Générale	Conf7	Conf17	Conf10	Conf11	TR4
Lycée des Horizons	N1087	P1087	26/03/2026	13:30	110268367GK	1ère D - STI2D	Conf9	Conf2	Conf12	Conf10	Conf16
Lycée des Horizons	N1088	P1088	26/03/2026	13:30	203000105EA	1ère D - STI2D	Conf13	Conf19	Conf15	Conf2	Conf1
Lycée des Horizons	N1089	P1089	26/03/2026	13:30	120845806KC	1ère G - Générale	Conf16	Conf15	Conf4	TR1	TR2
Lycée des Horizons	N1090	P1090	26/03/2026	13:30	120141716FK	1ère D - STI2D	Conf3	Conf4	Conf11	TR1	Conf1
Lycée des Horizons	N1091	P1091	26/03/2026	13:30	110136962DK	1ère F - Générale	Conf13	Conf3	Conf5	FM3	TR5
Lycée des Horizons	N1092	P1092	26/03/2026	13:30	120592694DE	1ère F - Générale	Conf7	Conf15	Conf6	Conf12	Conf3
Lycée des Horizons	N1093	P1093	26/03/2026	13:30	120330248KF	1ère C - Générale	Conf11	Conf14	Conf18	Conf16	TR4
Lycée des Horizons	N1094	P1094	26/03/2026	13:30	120625893AK	1ère D - STI2D	Conf16	Conf4	Conf1	TR4	Conf19
Lycée des Horizons	N1095	P1095	26/03/2026	13:30	120592755HA	1ère A - STMG	Conf3	Conf17	Conf5	Conf18	Conf8
Lycée des Horizons	N1096	P1096	26/03/2026	13:30	120140697BB	1ère G - Générale	Conf17	Conf7	Conf5	TR6	Conf3
Lycée des Horizons	N1097	P1097	26/03/2026	13:30	120141837DF	1ère C - Générale	Conf5	Conf6	Conf1	Conf8	Conf17
Lycée des Horizons	N1098	P1098	26/03/2026	13:30	110767370DE	1ère B - Générale	Conf17	Conf1	Conf11	FM5	TR4
Lycée des Horizons	N1099	P1099	26/03/2026	13:30	120501609DG	1ère D - STI2D	Conf11	Conf8	Conf9	Conf16	TR5
Lycée des Horizons	N1100	P1100	26/03/2026	13:30	110799924HC	1ère D - STI2D	Conf9	Conf2	Conf7	Conf12	TR3
Lycée des Horizons	N1101	P1101	26/03/2026	13:30	120501500EJ	1ère A - STMG	Conf13	Conf6	Conf11	TR5	FM6
Lycée des Horizons	N1102	P1102	26/03/2026	13:30	120592670FJ	1ère D - STI2D	Conf1	Conf5	Conf18	Conf4	TR6
Lycée des Horizons	N1103	P1103	26/03/2026	13:30	110799922HE	1ère A - STMG	Conf7	Conf14	Conf8	TR2	FM5
Lycée des Horizons	N1104	P1104	26/03/2026	13:30	120747820BB	1ère F - Générale	Conf10	Conf15	Conf6	Conf14	Conf4
Lycée des Horizons	N1105	P1105	26/03/2026	13:30	120598426CF	1ère E - Générale	Conf2	Conf5	Conf11	Conf3	TR6
Lycée des Horizons	N1106	P1106	26/03/2026	13:30	110210782DG	1ère C - Générale	Conf5	Conf15	Conf11	TR5	Conf9
Lycée des Horizons	N1107	P1107	26/03/2026	13:30	120140636HC	1ère D - STI2D	Conf8	Conf9	Conf13	FM6	TR1
Lycée des Horizons	N1108	P1108	26/03/2026	13:30	110799926HA	1ère E - Générale	Conf2	Conf11	Conf8	Conf17	TR3
Lycée des Horizons	N1109	P1109	26/03/2026	13:30	120625921HJ	1ère A - STMG	Conf8	Conf10	Conf2	Conf17	Conf7
Lycée des Horizons	N1110	P1110	26/03/2026	13:30	110723545BF	1ère G - Générale	Conf18	Conf12	Conf1	FM3	TR4
Lycée des Horizons	N1111	P1111	26/03/2026	13:30	111063077JA	1ère F - Générale	Conf12	Conf2	Conf19	Conf3	FM3
Lycée des Horizons	N1112	P1112	26/03/2026	13:30	120140870DC	1ère C - Générale	Conf10	Conf13	Conf14	FM3	Conf19
Lycée des Horizons	N1113	P1113	26/03/2026	13:30	101160084FC	1ère F - Générale	Conf7	Conf12	Conf15	Conf11	Conf14
Lycée des Horizons	N1114	P1114	26/03/2026	13:30	120140589CC	1ère G - Générale	Conf17	Conf4	Conf15	Conf18	Conf10
Lycée des Horizons	N1115	P1115	26/03/2026	13:30	110799929GH	1ère G - Générale	Conf17	Conf2	Conf11	FM4	Conf7
Lycée des Horizons	N1116	P1116	26/03/2026	13:30	111051746GC	1ère D - STI2D	Conf17	Conf7	Conf14	TR5	Conf3
Lycée des Horizons	N1117	P1117	26/03/2026	13:30	120848656FF	1ère G - Générale	Conf12	Conf13	Conf6	FM2	Conf16
Lycée des Horizons	N1118	P1118	26/03/2026	13:30	120354490AG	1ère D - STI2D	Conf12	Conf2	Conf11	TR6	Conf10
Lycée des Horizons	N1119	P1119	26/03/2026	13:30	120597558CA	1ère B - Générale	Conf17	Conf7	Conf3	Conf12	FM3
Lycée des Horizons	N1120	P1120	26/03/2026	13:30	120811036DK	1ère F - Générale	Conf5	Conf4	Conf2	Conf7	FM5
Lycée des Horizons	N1121	P1121	26/03/2026	13:30	120141370BH	1ère D - STI2D	Conf15	Conf9	Conf7	TR2	TR6
Lycée des Horizons	N1122	P1122	26/03/2026	13:30	120619145GE	1ère E - Générale	Conf11	Conf8	Conf16	TR2	FM6
Lycée des Horizons	N1123	P1123	26/03/2026	13:30	120625935GE	1ère C - Générale	Conf11	Conf3	Conf10	Conf16	TR6
Lycée des Horizons	N1124	P1124	26/03/2026	13:30	120809102DD	1ère E - Générale	Conf3	Conf2	Conf12	TR1	FM2
Lycée des Horizons	N1125	P1125	26/03/2026	13:30	120565251CG	1ère E - Générale	Conf19	Conf14	Conf5	Conf9	TR4
Lycée des Horizons	N1126	P1126	26/03/2026	13:30	110066734DK	1ère G - Générale	Conf12	Conf16	Conf18	FM4	Conf2
Lycée des Horizons	N1127	P1127	26/03/2026	13:30	120745503KH	1ère A - STMG	Conf13	Conf19	Conf8	FM5	FM2
Lycée des Horizons	N1128	P1128	26/03/2026	13:30	120810262DH	1ère C - Générale	Conf2	Conf9	Conf3	FM6	Conf16
Lycée des Horizons	N1129	P1129	26/03/2026	13:30	110915500CD	1ère F - Générale	Conf10	Conf17	Conf2	Conf19	TR3
Lycée des Horizons	N1130	P1130	26/03/2026	13:30	110914117EJ	1ère E - Générale	Conf6	Conf15	Conf11	Conf2	FM3
Lycée des Horizons	N1131	P1131	26/03/2026	13:30	110799918HJ	1ère F - Générale	Conf3	Conf6	Conf19	FM3	TR3
Lycée des Horizons	N1132	P1132	26/03/2026	13:30	120108155FJ	1ère D - STI2D	Conf16	Conf18	Conf4	Conf9	TR2
Lycée des Horizons	N1133	P1133	26/03/2026	13:30	120598631BE	1ère D - STI2D	Conf12	Conf13	Conf1	TR1	TR4
Lycée des Horizons	N1134	P1134	26/03/2026	13:30	120598630BF	1ère D - STI2D	Conf17	Conf5	Conf10	Conf3	Conf4
Lycée des Horizons	N1135	P1135	26/03/2026	13:30	120592770FF	1ère B - Générale	Conf7	Conf8	Conf18	Conf19	TR2
Lycée des Horizons	N1136	P1136	26/03/2026	13:30	110612898JC	1ère A - STMG	Conf8	Conf15	Conf11	FM3	Conf16
Lycée des Horizons	N1137	P1137	26/03/2026	13:30	120626347EA	1ère D - STI2D	Conf2	Conf6	Conf16	Conf9	Conf19
Lycée des Horizons	N1138	P1138	26/03/2026	13:30	110928968DJ	1ère G - Générale	Conf10	Conf3	Conf17	Conf15	FM6
Lycée des Horizons	N1139	P1139	26/03/2026	13:30	120785614EH	1ère G - Générale	Conf16	Conf6	Conf7	Conf13	TR3
Lycée des Horizons	N1140	P1140	26/03/2026	13:30	110799936GA	1ère A - STMG	Conf19	Conf1	Conf6	TR2	FM6
Lycée des Horizons	N1141	P1141	26/03/2026	13:30	120893419AK	1ère F - Générale	Conf16	Conf17	Conf10	Conf12	Conf4
Lycée des Horizons	N1142	P1142	26/03/2026	13:30	110269984AE	1ère D - STI2D	Conf15	Conf1	Conf9	FM2	FM3
Lycée des Horizons	N1143	P1143	26/03/2026	13:30	120597873KD	1ère F - Générale	Conf19	Conf4	Conf9	FM1	Conf5
Lycée des Horizons	N1144	P1144	26/03/2026	13:30	203000253JG	1ère F - Générale	Conf19	Conf3	Conf17	TR4	TR6
Lycée des Horizons	N1145	P1145	26/03/2026	13:30	203012266AE	1ère E - Générale	Conf13	Conf3	Conf2	Conf9	TR1
Lycée des Horizons	N1146	P1146	26/03/2026	13:30	120745456EH	1ère B - Générale	Conf19	Conf10	Conf7	Conf9	Conf16
Lycée des Horizons	N1147	P1147	26/03/2026	13:30	120110274HD	1ère F - Générale	Conf8	Conf13	Conf11	Conf12	Conf4
Lycée des Horizons	N1148	P1148	26/03/2026	13:30	120688772JD	1ère E - Générale	Conf8	Conf16	Conf4	Conf13	Conf18
Lycée des Horizons	N1149	P1149	26/03/2026	13:30	110485314BE	1ère D - STI2D	Conf6	Conf13	Conf12	FM6	Conf2
Lycée des Horizons	N1150	P1150	26/03/2026	13:30	110137992HG	1ère F - Générale	Conf19	Conf18	Conf13	FM5	TR2
Lycée des Horizons	N1151	P1151	26/03/2026	13:30	120140030KG	1ère A - STMG	Conf12	Conf11	Conf7	Conf16	Conf5
Lycée des Horizons	N1152	P1152	26/03/2026	13:30	120672289HG	1ère G - Générale	Conf12	Conf6	Conf2	FM3	FM1
Lycée des Horizons	N1153	P1153	26/03/2026	13:30	120596324KA	1ère A - STMG	Conf7	Conf16	Conf3	TR5	Conf2
Lycée des Horizons	N1154	P1154	26/03/2026	13:30	120140028AB	1ère D - STI2D	Conf12	Conf3	Conf11	Conf15	Conf13
Lycée des Horizons	N1155	P1155	26/03/2026	13:30	120141237FD	1ère D - STI2D	Conf6	Conf19	Conf4	Conf1	FM3
Lycée des Horizons	N1156	P1156	26/03/2026	13:30	121042239JE	1ère C - Générale	Conf6	Conf17	Conf7	FM5	Conf5
Lycée des Horizons	N1157	P1157	26/03/2026	13:30	120410783HA	1ère G - Générale	Conf2	Conf4	Conf13	Conf7	TR6
Lycée des Horizons	N1158	P1158	26/03/2026	13:30	120673078GD	1ère C - Générale	Conf17	Conf8	Conf10	Conf3	TR5
Lycée des Horizons	N1159	P1159	26/03/2026	13:30	120413547CC	1ère F - Générale	Conf2	Conf9	Conf1	Conf3	Conf6
Lycée des Horizons	N1160	P1160	26/03/2026	13:30	110209950KC	1ère B - Générale	Conf13	Conf1	Conf19	TR5	Conf6
Lycée des Horizons	N1161	P1161	26/03/2026	13:30	120745452FB	1ère B - Générale	Conf12	Conf14	Conf1	Conf15	FM5
Lycée des Horizons	N1162	P1162	26/03/2026	13:30	120745494AK	1ère G - Générale	Conf8	Conf6	Conf10	FM3	FM4
Lycée des Horizons	N1163	P1163	26/03/2026	13:30	203059042HK	1ère C - Générale	Conf7	Conf12	Conf18	Conf19	Conf16
Lycée des Horizons	N1164	P1164	26/03/2026	13:30	120627436BJ	1ère F - Générale	Conf7	Conf4	Conf16	FM3	Conf3
